The "SUID","Annotation","Author","Complex Expansion","Complex Expansion ID","Confidence-Score-intact-miscore","Creation Date","Detection Method","Detection Method ID","Host Organism Taxonomy","Host Organism Taxonomy ID","interaction","Interaction Type","name","Negative","Primary Interaction Type","Publication DB","Publication ID","selected","shared interaction","shared name","Source Biological Role","Source Biological Role ID","Source Database","Source Experimental Role","Source Experimental Role ID","Source Participant Detection Method","Source Participant Detection Method ID","Target Biological Role","Target Biological Role ID","Target Experimental Role","Target Experimental Role ID","Target Participant Detection Method","Target Participant Detection Method ID","Update Date","Xref","Xref ID"
"23782","figure legend:Table 1|full coverage:Only protein-protein interactions|curation depth:imex curation","Lai et al. (2008)","spoke expansion","MI:1060","0.35","2012/08/03","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6262560","association","Q9UBU9 (EBI-6262560) P39023","false","association","pubmed|imex","18596238|IM-17666","false","EBI-6262560","Q9UBU9 (EBI-6262560) P39023","unspecified role","MI:0499","psi-mi","bait","MI:0496","Identification by mass spectrometry","MI:0427","unspecified role","MI:0499","prey","MI:0498","Identification by mass spectrometry","MI:0427","2014/10/16",,
"23785","figure legend:3F|full coverage:Only protein-protein interactions|curation depth:imex curation","Harraz et al. (2008)","spoke expansion","MI:1060","0.35","2013/04/26","cosedimentation","MI:0027","mouse-fibroblast|Mus musculus","10090|10090","EBI-6654583","colocalization","Q61093 (EBI-6654583) Q8BL66","false","colocalization","imex|pubmed","IM-20805|18219391","false","EBI-6654583","Q61093 (EBI-6654583) Q8BL66","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","western blot","MI:0113","unspecified role","MI:0499","neutral component","MI:0497","western blot","MI:0113","2014/10/16",,
"23787","figure legend:3F|full coverage:Only protein-protein interactions|curation depth:imex curation","Harraz et al. (2008)","spoke expansion","MI:1060","0.35","2013/04/26","cosedimentation","MI:0027","mouse-fibroblast|Mus musculus","10090|10090","EBI-6654583","colocalization","Q61093 (EBI-6654583) P63001","false","colocalization","imex|pubmed","IM-20805|18219391","false","EBI-6654583","Q61093 (EBI-6654583) P63001","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","western blot","MI:0113","unspecified role","MI:0499","neutral component","MI:0497","western blot","MI:0113","2014/10/16",,
"23789","figure legend:3F|full coverage:Only protein-protein interactions|curation depth:imex curation","Harraz et al. (2008)","spoke expansion","MI:1060","0.35","2013/04/26","cosedimentation","MI:0027","mouse-fibroblast|Mus musculus","10090|10090","EBI-6654583","colocalization","Q61093 (EBI-6654583) P08228","false","colocalization","imex|pubmed","IM-20805|18219391","false","EBI-6654583","Q61093 (EBI-6654583) P08228","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","western blot","MI:0113","unspecified role","MI:0499","neutral component","MI:0497","western blot","MI:0113","2014/10/16",,
"23791","figure legend:2B|antagonist:\AtRA (All-trans  Retinoic Acid)\|comment:This is a Positive Control.  As a control, the interaction between NcoR-1 and RAR was abrogated in the presence of AtRA.|curation depth:mimix curation","Cho et al. (2006)",,,"0.67","2012/03/06","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-5865889","physical association","O75376 (EBI-5865889) P10276","false","physical association","pubmed","16606617","false","EBI-5865889","O75376 (EBI-5865889) P10276","unspecified role","MI:0499","psi-mi","prey","MI:0498","predetermined participant","MI:0396","unspecified role","MI:0499","bait","MI:0496","predetermined participant","MI:0396","2014/10/16",,
"23793","figure legend:2B and C, 3A|curation depth:mimix curation","Cho et al. (2006)",,,"0.68","2012/03/06","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-5743610","physical association","Q15788 (EBI-5743610) P10276","false","physical association","pubmed","16606617","false","EBI-5743610","Q15788 (EBI-5743610) P10276","unspecified role","MI:0499","psi-mi","prey","MI:0498","predetermined participant","MI:0396","unspecified role","MI:0499","bait","MI:0496","predetermined participant","MI:0396","2014/10/16",,
"23794","figure legend:2B and C, 3A and 4|curation depth:mimix curation","Cho et al. (2006)",,,"0.37","2012/03/06","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-5743596","physical association","Q8IXJ9 (EBI-5743596) P10276","false","physical association","pubmed","16606617","false","EBI-5743596","Q8IXJ9 (EBI-5743596) P10276","unspecified role","MI:0499","psi-mi","prey","MI:0498","predetermined participant","MI:0396","unspecified role","MI:0499","bait","MI:0496","predetermined participant","MI:0396","2014/10/16",,
"23795","figure legend:2C|curation depth:mimix curation","Cho et al. (2006)",,,"0.61","2012/03/06","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-5743703","physical association","P10276 (EBI-5743703) P59598","false","physical association","pubmed","16606617","false","EBI-5743703","P10276 (EBI-5743703) P59598","unspecified role","MI:0499","psi-mi","bait","MI:0496","predetermined participant","MI:0396","unspecified role","MI:0499","prey","MI:0498","predetermined participant","MI:0396","2014/10/16",,
"23796","figure legend:2C, 3C|curation depth:mimix curation","Cho et al. (2006)",,,"0.37","2012/03/06","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-5743744","physical association","Q15788 (EBI-5743744) P28700","false","physical association","pubmed","16606617","false","EBI-5743744","Q15788 (EBI-5743744) P28700","unspecified role","MI:0499","psi-mi","prey","MI:0498","predetermined participant","MI:0396","unspecified role","MI:0499","bait","MI:0496","predetermined participant","MI:0396","2014/10/16",,
"23797","figure legend:2C, 3 C|curation depth:mimix curation","Cho et al. (2006)",,,"0.53","2012/03/06","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-5743737","physical association","P28700 (EBI-5743737) Q8IXJ9","false","physical association","pubmed","16606617","false","EBI-5743737","P28700 (EBI-5743737) Q8IXJ9","unspecified role","MI:0499","psi-mi","bait","MI:0496","predetermined participant","MI:0396","unspecified role","MI:0499","prey","MI:0498","predetermined participant","MI:0396","2014/10/16",,
"23799","figure legend:5C|delivery method:\P14404 (HA-Evi1) transfection\|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Spensberger et al. (2008)","spoke expansion","MI:1060","0.35","2008/09/19","tandem affinity purification","MI:0676","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-1995102","association","Q9Z2D8 (EBI-1995102) Q16576","false","association","pubmed|imex","18500823|IM-19285","false","EBI-1995102","Q9Z2D8 (EBI-1995102) Q16576","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23800","figure legend:5C|comment:HA-Evi1 was not transfected.|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Spensberger et al. (2008)","spoke expansion","MI:1060","0.35","2008/09/19","tandem affinity purification","MI:0676","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-2011008","association","Q9Z2D8 (EBI-2011008) Q16576","false","association","pubmed|imex","18500823|IM-19285","false","EBI-2011008","Q9Z2D8 (EBI-2011008) Q16576","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23802","figure legend:Table 1|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Miyasaka et al. (2008)",,,"0.5","2008/11/06","tandem affinity purification","MI:0676","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-2105106","association","P50616 (EBI-2105106) Q96LI5","false","association","pubmed|imex","18377426|IM-20166","false","EBI-2105106","P50616 (EBI-2105106) Q96LI5","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2014/10/16","nucleus","GO:0005634"
"23803","delivery method:Q9UF92; P50616 transfection|figure legend:3d|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Miyasaka et al. (2008)",,,"0.5","2008/11/06","anti tag coimmunoprecipitation","MI:0007","chlae-cos_7|Cercopithecus aethiops simian cells transformed with SV40","9534|9534","EBI-2105319","physical association","Q96LI5 (EBI-2105319) P50616","false","physical association","pubmed|imex","18377426|IM-20166","false","EBI-2105319","Q96LI5 (EBI-2105319) P50616","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23804","comment:\The interaction supressses the deadenylasae activity of CNOT6L (in vitro).\|delivery method:Q9UF92; P50616 transfection|figure legend:4|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|full coverage:Only protein-protein interactions|curation depth:imex curation","Miyasaka et al. (2008)",,,"0.5","2008/11/06","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-2105344","physical association","Q96LI5 (EBI-2105344) P50616","false","physical association","pubmed|imex","18377426|IM-20166","false","EBI-2105344","Q96LI5 (EBI-2105344) P50616","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23806","comment:Mutant CCR4b glu239ala used as bait did not change the interaction.|figure legend:2A|delivery method:Q9UF92 transfection|full coverage:Only protein-protein interactions|curation depth:imex curation","Morita et al. (2007)",,,"0.53","2008/11/07","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-2104452","physical association","Q9C0C2 (EBI-2104452) Q96LI5","false","physical association","pubmed|imex","17452450|IM-19376","false","EBI-2104452","Q9C0C2 (EBI-2104452) Q96LI5","unspecified role","MI:0499","psi-mi","prey","MI:0498","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","bait","MI:0496","peptide massfingerprinting","MI:0082","2014/10/16","cytoplasm","GO:0005737"
"23807","comment:Mutant CCR4b glu239ala used as bait did not change the interaction.|figure legend:2A|delivery method:Q9UF92 transfection|full coverage:Only protein-protein interactions|curation depth:imex curation","Morita et al. (2007)",,,"0.4","2008/11/07","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-2104485","physical association","O75175 (EBI-2104485) Q96LI5","false","physical association","pubmed|imex","17452450|IM-19376","false","EBI-2104485","O75175 (EBI-2104485) Q96LI5","unspecified role","MI:0499","psi-mi","prey","MI:0498","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","bait","MI:0496","peptide massfingerprinting","MI:0082","2014/10/16","cytoplasm","GO:0005737"
"23809","comment:Mutant CCR4b glu239ala used as bait did not change the interaction.|figure legend:2A|delivery method:Q9UF92 transfection|full coverage:Only protein-protein interactions|curation depth:imex curation","Morita et al. (2007)",,,"0.53","2008/11/07","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-2104494","physical association","Q96LI5 (EBI-2104494) Q9H9A5","false","physical association","pubmed|imex","17452450|IM-19376","false","EBI-2104494","Q96LI5 (EBI-2104494) Q9H9A5","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2014/10/16","cytoplasm","GO:0005737"
"23811","comment:Mutant CCR4b glu239ala used as bait did not change the interaction.|figure legend:2A|delivery method:Q9UF92 transfection|full coverage:Only protein-protein interactions|curation depth:imex curation","Morita et al. (2007)",,,"0.66","2008/11/07","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-2104503","physical association","Q96LI5 (EBI-2104503) Q9NZN8","false","physical association","pubmed|imex","17452450|IM-19376","false","EBI-2104503","Q96LI5 (EBI-2104503) Q9NZN8","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2014/10/16","cytoplasm","GO:0005737"
"23813","comment:Mutant CCR4b glu239ala used as bait did not change the interaction.|figure legend:2A|delivery method:Q9UF92 transfection|full coverage:Only protein-protein interactions|curation depth:imex curation","Morita et al. (2007)",,,"0.4","2008/11/07","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-2104512","physical association","Q92600 (EBI-2104512) Q96LI5","false","physical association","pubmed|imex","17452450|IM-19376","false","EBI-2104512","Q92600 (EBI-2104512) Q96LI5","unspecified role","MI:0499","psi-mi","prey","MI:0498","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","bait","MI:0496","peptide massfingerprinting","MI:0082","2014/10/16","cytoplasm","GO:0005737"
"23815","comment:Mutant CCR4b glu239ala used as bait did not change the interaction.|figure legend:2A|delivery method:Q9UF92 transfection|full coverage:Only protein-protein interactions|curation depth:imex curation","Morita et al. (2007)",,,"0.4","2008/11/07","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-2104521","physical association","Q96LI5 (EBI-2104521) Q13112","false","physical association","pubmed|imex","17452450|IM-19376","false","EBI-2104521","Q96LI5 (EBI-2104521) Q13112","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2014/10/16","cytoplasm","GO:0005737"
"23816","comment:Mutant CCR4b glu239ala used as bait did not change the interaction.|figure legend:2A|delivery method:Q9UF92 transfection|full coverage:Only protein-protein interactions|curation depth:imex curation","Morita et al. (2007)",,,"0.69","2008/11/07","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-2106425","physical association","A5YKK6 (EBI-2106425) Q96LI5","false","physical association","pubmed|imex","17452450|IM-19376","false","EBI-2106425","A5YKK6 (EBI-2106425) Q96LI5","unspecified role","MI:0499","psi-mi","prey","MI:0498","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","bait","MI:0496","peptide massfingerprinting","MI:0082","2014/10/16","cytoplasm","GO:0005737"
